 beta-PtO2, orthorhombic, PDF# 43-1045          Feff8L (EXAFS)       0.1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.303 Rnm= 1.388 L3 shell
 Pot 1 Z=78 Rmt= 1.307 Rnm= 1.400
 Pot 2 Z= 8 Rmt= 0.993 Rnm= 1.061
 Gam_ch=5.171E+00 H-L exch
 Mu= 6.451E+00 kf=2.428E+00 Vint=-1.600E+01 Rs_int= 1.494
 PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   93      icalc       2
 -----------------------------------------------------------------------
   2   4.000   5.5490    2.2502    6.45059 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
     1.0447    5.2193   -1.5680  2   8 O
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  1.1322E+01  5.6206E-05 -1.0691E+01  1.058E+00  7.1667E+00  2.4316E+00
  0.100  1.1322E+01  3.9082E-02 -1.1781E+01  1.058E+00  7.1725E+00  2.4336E+00
  0.200  1.1319E+01  7.7939E-02 -1.2827E+01  1.058E+00  7.1896E+00  2.4395E+00
  0.300  1.1315E+01  1.1635E-01 -1.3830E+01  1.058E+00  7.2177E+00  2.4492E+00
  0.400  1.1310E+01  1.5411E-01 -1.4792E+01  1.058E+00  7.2559E+00  2.4628E+00
  0.500  1.1303E+01  1.9103E-01 -1.5713E+01  1.058E+00  7.3032E+00  2.4802E+00
  0.600  1.1294E+01  2.2693E-01 -1.6593E+01  1.058E+00  7.3583E+00  2.5012E+00
  0.700  1.1284E+01  2.6168E-01 -1.7434E+01  1.058E+00  7.4198E+00  2.5259E+00
  0.800  1.1272E+01  2.9515E-01 -1.8236E+01  1.058E+00  7.4857E+00  2.5542E+00
  0.900  1.1259E+01  3.2724E-01 -1.9001E+01  1.058E+00  7.5542E+00  2.5859E+00
  1.000  1.1244E+01  3.5786E-01 -1.9729E+01  1.058E+00  7.6233E+00  2.6209E+00
  1.100  1.1228E+01  3.8697E-01 -2.0421E+01  1.058E+00  7.6909E+00  2.6592E+00
  1.200  1.1210E+01  4.1452E-01 -2.1080E+01  1.058E+00  7.7548E+00  2.7007E+00
  1.300  1.1191E+01  4.4046E-01 -2.1704E+01  1.058E+00  7.8131E+00  2.7452E+00
  1.400  1.1171E+01  4.6476E-01 -2.2295E+01  1.058E+00  7.8641E+00  2.7927E+00
  1.500  1.1149E+01  4.8740E-01 -2.2855E+01  1.059E+00  7.9062E+00  2.8432E+00
  1.600  1.1126E+01  5.0835E-01 -2.3383E+01  1.059E+00  7.9384E+00  2.8965E+00
  1.700  1.1102E+01  5.2756E-01 -2.3880E+01  1.060E+00  7.9600E+00  2.9526E+00
  1.800  1.1076E+01  5.4500E-01 -2.4347E+01  1.061E+00  7.9709E+00  3.0114E+00
  1.900  1.1050E+01  5.6059E-01 -2.4784E+01  1.062E+00  7.9716E+00  3.0730E+00
  2.000  1.1022E+01  5.7426E-01 -2.5191E+01  1.063E+00  7.9632E+00  3.1372E+00
  2.200  1.0962E+01  5.9548E-01 -2.5916E+01  1.065E+00  7.9270E+00  3.2739E+00
  2.400  1.0897E+01  6.0779E-01 -2.6521E+01  1.068E+00  7.8851E+00  3.4216E+00
  2.600  1.0827E+01  6.1008E-01 -2.6999E+01  1.071E+00  7.8709E+00  3.5810E+00
  2.800  1.0719E+01  5.8956E-01 -2.7227E+01  1.050E+00  7.9369E+00  3.7653E+00
  3.000  1.0642E+01  6.3840E-01 -2.7675E+01  1.159E+00  5.5712E+00  3.9305E+00
  3.200  1.0627E+01  6.5486E-01 -2.8371E+01  1.193E+00  5.0010E+00  4.0649E+00
  3.400  1.0612E+01  6.5510E-01 -2.9028E+01  1.215E+00  4.7179E+00  4.2021E+00
  3.600  1.0583E+01  6.4082E-01 -2.9607E+01  1.225E+00  4.5795E+00  4.3474E+00
  3.800  1.0546E+01  6.1628E-01 -3.0134E+01  1.228E+00  4.5261E+00  4.4976E+00
  4.000  1.0504E+01  5.8557E-01 -3.0620E+01  1.227E+00  4.5274E+00  4.6524E+00
  4.200  1.0454E+01  5.5146E-01 -3.1067E+01  1.222E+00  4.5668E+00  4.8112E+00
  4.400  1.0399E+01  5.1511E-01 -3.1481E+01  1.215E+00  4.6345E+00  4.9738E+00
  4.600  1.0338E+01  4.7898E-01 -3.1866E+01  1.206E+00  4.7241E+00  5.1398E+00
  4.800  1.0273E+01  4.4435E-01 -3.2225E+01  1.195E+00  4.8314E+00  5.3087E+00
  5.000  1.0205E+01  4.1183E-01 -3.2560E+01  1.184E+00  4.9534E+00  5.4804E+00
  5.200  1.0133E+01  3.8173E-01 -3.2873E+01  1.173E+00  5.0878E+00  5.6545E+00
  5.400  1.0059E+01  3.5404E-01 -3.3165E+01  1.160E+00  5.2329E+00  5.8308E+00
  5.600  9.9847E+00  3.2852E-01 -3.3438E+01  1.149E+00  5.3874E+00  6.0090E+00
  5.800  9.9092E+00  3.0510E-01 -3.3694E+01  1.137E+00  5.5503E+00  6.1891E+00
  6.000  9.8339E+00  2.8369E-01 -3.3934E+01  1.126E+00  5.7208E+00  6.3707E+00
  6.500  9.6453E+00  2.3730E-01 -3.4471E+01  1.100E+00  6.1759E+00  6.8306E+00
  7.000  9.4548E+00  1.9928E-01 -3.4935E+01  1.075E+00  6.6662E+00  7.2976E+00
  7.500  9.2596E+00  1.6898E-01 -3.5352E+01  1.051E+00  7.1864E+00  7.7699E+00
  8.000  9.0610E+00  1.4615E-01 -3.5731E+01  1.029E+00  7.7328E+00  8.2465E+00
  8.500  8.8626E+00  1.2856E-01 -3.6071E+01  1.011E+00  8.3023E+00  8.7266E+00
  9.000  8.6691E+00  1.1392E-01 -3.6367E+01  9.968E-01  8.8930E+00  9.2094E+00
  9.500  8.4809E+00  1.0073E-01 -3.6627E+01  9.853E-01  9.5029E+00  9.6945E+00
 10.000  8.2972E+00  8.8906E-02 -3.6863E+01  9.764E-01  1.0131E+01  1.0181E+01
 11.000  7.9407E+00  7.1441E-02 -3.7302E+01  9.624E-01  1.1436E+01  1.1160E+01
 12.000  7.6048E+00  5.9816E-02 -3.7678E+01  9.528E-01  1.2800E+01  1.2143E+01
 13.000  7.2894E+00  4.9287E-02 -3.7984E+01  9.470E-01  1.4219E+01  1.3128E+01
 14.000  6.9897E+00  4.1683E-02 -3.8249E+01  9.429E-01  1.5686E+01  1.4117E+01
 15.000  6.7087E+00  3.7254E-02 -3.8442E+01  9.402E-01  1.7199E+01  1.5107E+01
 16.000  6.4436E+00  3.3589E-02 -3.8550E+01  9.384E-01  1.8754E+01  1.6099E+01
 17.000  6.1929E+00  3.1476E-02 -3.8614E+01  9.356E-01  2.0349E+01  1.7092E+01
 18.000  5.9541E+00  3.0866E-02 -3.8672E+01  9.332E-01  2.1980E+01  1.8086E+01
 19.000  5.7253E+00  2.9915E-02 -3.8725E+01  9.316E-01  2.3647E+01  1.9080E+01
 20.000  5.5075E+00  2.9082E-02 -3.8773E+01  9.306E-01  2.5346E+01  2.0075E+01
