 beta-PtO2, orthorhombic, PDF# 43-1045          Feff8L (EXAFS)       0.1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.303 Rnm= 1.388 L3 shell
 Pot 1 Z=78 Rmt= 1.307 Rnm= 1.400
 Pot 2 Z= 8 Rmt= 0.993 Rnm= 1.061
 Gam_ch=5.171E+00 H-L exch
 Mu= 6.451E+00 kf=2.428E+00 Vint=-1.600E+01 Rs_int= 1.494
 PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
    file        sig2   amp ratio    deg    nlegs  r effective
 feff0094.dat 0.00000     7.593     8.000     3   5.4722
 feff0095.dat 0.00000    28.010     8.000     3   5.4722
 feff0096.dat 0.00000     7.545     8.000     3   5.4872
 feff0097.dat 0.00000    27.850     8.000     3   5.4872
 feff0098.dat 0.00000     3.027     8.000     3   5.5032
 feff0099.dat 0.00000    20.350     4.000     2   5.5166
 feff0100.dat 0.00000     7.394     8.000     4   5.5436
 feff0102.dat 0.00000    18.520     4.000     4   5.5436
 feff0103.dat 0.00000    11.000     4.000     2   5.5490
 feff0104.dat 0.00000     7.412     8.000     4   5.5579
 feff0106.dat 0.00000    18.460     4.000     4   5.5579
 feff0108.dat 0.00000     2.773     8.000     3   5.6122
 feff0110.dat 0.00000     3.280     8.000     3   5.6578
 feff0111.dat 0.00000     5.819     8.000     3   5.6578
 feff0112.dat 0.00000     6.327     8.000     3   5.6578
 feff0113.dat 0.00000    37.260     8.000     2   5.6836
 feff0114.dat 0.00000     3.830     8.000     3   5.6912
 feff0115.dat 0.00000     4.228     8.000     4   5.6912
 feff0116.dat 0.00000    11.180     8.000     4   5.6912
 feff0117.dat 0.00000    31.520     8.000     3   5.7003
 feff0118.dat 0.00000    28.460     8.000     3   5.7003
 feff0119.dat 0.00000     3.804     8.000     3   5.7062
 feff0120.dat 0.00000    11.050     8.000     4   5.7062
 feff0123.dat 0.00000    13.800     4.000     4   5.7170
 feff0124.dat 0.00000    11.220     4.000     4   5.7170
 feff0125.dat 0.00000     3.838     8.000     3   5.7335
 feff0126.dat 0.00000     6.634     8.000     3   5.7476
 feff0128.dat 0.00000     5.186     8.000     4   5.7626
 feff0130.dat 0.00000     5.147     8.000     4   5.7769
 feff0131.dat 0.00000     9.494     4.000     2   5.7869
 feff0133.dat 0.00000     4.959     8.000     4   5.8049
 feff0134.dat 0.00000     3.127     8.000     3   5.8121
 feff0140.dat 0.00000     9.044     4.000     2   5.8668
 feff0141.dat 0.00000     3.988     8.000     4   5.8827
