PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   2.000  index, nleg, degeneracy, r=  1.9891
      x           y           z     ipot  label      rleg      beta        eta
   -3.439150    0.680780   -1.568000   2 'O     '     3.8406  149.6274    0.0000
   -1.197200    1.588480    0.000000   2 'O     '     2.8825   77.4876    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891  132.8851    0.0000
    35    3   8.000  index, nleg, degeneracy, r=  4.3708
      x           y           z     ipot  label      rleg      beta        eta
   -1.197200   -2.950030    0.000000   2 'O     '     3.1837   96.8212    0.0000
   -2.241950   -2.269250    1.568000   1 'Pt    '     2.0034  117.2092    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.5545  145.9696    0.0000
    36    2   2.000  index, nleg, degeneracy, r=  4.4165
      x           y           z     ipot  label      rleg      beta        eta
   -3.286700    2.950030    0.000000   2 'O     '     4.4165  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     4.4165  180.0000    0.0000
    37    3   8.000  index, nleg, degeneracy, r=  4.4194
      x           y           z     ipot  label      rleg      beta        eta
    1.197200   -1.588480    3.136000   2 'O     '     3.7136  147.6138    0.0000
    1.197200   -1.588480    0.000000   2 'O     '     3.1360   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891  122.3862    0.0000
    38    3   8.000  index, nleg, degeneracy, r=  4.4194
      x           y           z     ipot  label      rleg      beta        eta
   -1.197200    1.588480    3.136000   2 'O     '     3.7136  122.3862    0.0000
    0.000000    0.000000    3.136000   1 'Pt    '     1.9891   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.1360  147.6138    0.0000
    39    3   4.000  index, nleg, degeneracy, r=  4.4498
      x           y           z     ipot  label      rleg      beta        eta
   -3.286700    2.950030    0.000000   2 'O     '     4.4165  171.1788    0.0000
   -1.197200    1.588480    0.000000   2 'O     '     2.4940   19.9066    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891  168.9145    0.0000
    40    2   4.000  index, nleg, degeneracy, r=  4.4688
      x           y           z     ipot  label      rleg      beta        eta
    1.197200    2.950030   -3.136000   2 'O     '     4.4688  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     4.4688  180.0000    0.0000
    41    4   2.000  index, nleg, degeneracy, r=  4.4831
      x           y           z     ipot  label      rleg      beta        eta
   -1.197200    1.588480    0.000000   2 'O     '     1.9891   19.9066    0.0000
   -3.286700    2.950030    0.000000   2 'O     '     2.4940  180.0000    0.0000
   -1.197200    1.588480    0.000000   2 'O     '     2.4940   19.9066    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     1.9891  180.0000    0.0000
    42    2   2.000  index, nleg, degeneracy, r=  4.4839
      x           y           z     ipot  label      rleg      beta        eta
   -4.483900    0.000000    0.000000   1 'Pt    '     4.4839  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     4.4839  180.0000    0.0000
    43    4   4.000  index, nleg, degeneracy, r=  4.4974
      x           y           z     ipot  label      rleg      beta        eta
   -1.044750   -0.680780    1.568000   2 'O     '     2.0034  128.4941    0.0000
    1.044750    0.680780    1.568000   2 'O     '     2.4940  180.0000    0.0000
