 Structure from AMCSD, AMS_ID: 11157            Feff8L (EXAFS)       0.1
 Mineral Name: Platinum
 Journal: Crystal Structures 1, pp. 7-83 (1963)
 Authors: Wyckoff R W G
 Title1:  Second edition. Interscience Publishers, New York, New York
 Title2:  Cubic closest packed, ccp, structure
 Formula:    Pt
 SpaceGroup: Fm-3m
 # sites:    1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.463 Rnm= 1.499 L3 shell
 Pot 1 Z=78 Rmt= 1.477 Rnm= 1.515
 Gam_ch=5.171E+00 H-L exch
 Mu=-2.659E-01 kf=2.036E+00 Vint=-1.605E+01 Rs_int= 1.782
 PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   13      icalc       2
 -----------------------------------------------------------------------
   4  48.000   5.5481    2.8630   -0.26592 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
     1.9616    1.9616   -0.0000  1  78 Pt
    -0.0000   -0.0000   -0.0000  0  78 Pt
    -0.0000   -1.9616   -1.9616  1  78 Pt
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  1.1498E+01  3.9890E-06 -1.3105E+01  1.048E+00  6.0192E+00  2.0423E+00
  0.100  1.1497E+01  1.6275E-02 -1.4191E+01  1.048E+00  6.0260E+00  2.0446E+00
  0.200  1.1495E+01  3.1964E-02 -1.5231E+01  1.049E+00  6.0464E+00  2.0516E+00
  0.300  1.1491E+01  4.6541E-02 -1.6225E+01  1.050E+00  6.0796E+00  2.0632E+00
  0.400  1.1486E+01  5.9591E-02 -1.7173E+01  1.051E+00  6.1247E+00  2.0793E+00
  0.500  1.1479E+01  7.0822E-02 -1.8077E+01  1.053E+00  6.1803E+00  2.0998E+00
  0.600  1.1470E+01  8.0131E-02 -1.8938E+01  1.054E+00  6.2445E+00  2.1247E+00
  0.700  1.1460E+01  8.7489E-02 -1.9757E+01  1.056E+00  6.3154E+00  2.1538E+00
  0.800  1.1447E+01  9.3012E-02 -2.0533E+01  1.058E+00  6.3907E+00  2.1869E+00
  0.900  1.1433E+01  9.6847E-02 -2.1270E+01  1.060E+00  6.4679E+00  2.2240E+00
  1.000  1.1417E+01  9.9194E-02 -2.1965E+01  1.062E+00  6.5446E+00  2.2649E+00
  1.100  1.1399E+01  1.0025E-01 -2.2621E+01  1.064E+00  6.6182E+00  2.3095E+00
  1.200  1.1379E+01  1.0021E-01 -2.3237E+01  1.066E+00  6.6864E+00  2.3576E+00
  1.300  1.1357E+01  9.9250E-02 -2.3813E+01  1.067E+00  6.7472E+00  2.4092E+00
  1.400  1.1333E+01  9.7500E-02 -2.4349E+01  1.069E+00  6.7991E+00  2.4642E+00
  1.500  1.1307E+01  9.5081E-02 -2.4843E+01  1.071E+00  6.8409E+00  2.5224E+00
  1.600  1.1279E+01  9.2091E-02 -2.5294E+01  1.073E+00  6.8725E+00  2.5840E+00
  1.700  1.1250E+01  8.8614E-02 -2.5702E+01  1.074E+00  6.8944E+00  2.6488E+00
  1.800  1.1218E+01  8.4743E-02 -2.6063E+01  1.076E+00  6.9081E+00  2.7168E+00
  1.900  1.1184E+01  8.0562E-02 -2.6376E+01  1.078E+00  6.9161E+00  2.7881E+00
  2.000  1.1148E+01  7.6203E-02 -2.6641E+01  1.080E+00  6.9222E+00  2.8628E+00
  2.200  1.1069E+01  6.7473E-02 -2.7014E+01  1.083E+00  6.9487E+00  3.0227E+00
  2.400  1.0957E+01  5.5479E-02 -2.7125E+01  1.064E+00  7.0521E+00  3.2091E+00
  2.600  1.0856E+01  7.0499E-02 -2.7331E+01  1.179E+00  5.1070E+00  3.3854E+00
  2.800  1.0848E+01  7.3741E-02 -2.7659E+01  1.218E+00  4.5840E+00  3.5188E+00
  3.000  1.0839E+01  7.0319E-02 -2.7996E+01  1.240E+00  4.3387E+00  3.6557E+00
  3.200  1.0816E+01  5.9406E-02 -2.8335E+01  1.246E+00  4.2378E+00  3.8014E+00
  3.400  1.0786E+01  4.3031E-02 -2.8687E+01  1.245E+00  4.2187E+00  3.9527E+00
  3.600  1.0749E+01  2.6826E-02 -2.9089E+01  1.240E+00  4.2519E+00  4.1092E+00
  3.800  1.0705E+01  1.3113E-02 -2.9618E+01  1.229E+00  4.3217E+00  4.2702E+00
  4.000  1.0655E+01  5.8160E-03 -3.0701E+01  1.219E+00  4.4189E+00  4.4353E+00
  4.200  1.0597E+01  6.0318E-03 -3.1960E+01  1.206E+00  4.5375E+00  4.6040E+00
  4.400  1.0534E+01  6.8374E-03 -3.2595E+01  1.192E+00  4.6734E+00  4.7760E+00
  4.600  1.0466E+01  6.0462E-03 -3.3073E+01  1.179E+00  4.8238E+00  4.9508E+00
  4.800  1.0394E+01  4.4469E-03 -3.3623E+01  1.165E+00  4.9866E+00  5.1281E+00
  5.000  1.0318E+01  3.0492E-03 -3.4473E+01  1.152E+00  5.1602E+00  5.3076E+00
  5.200  1.0240E+01  3.2940E-03 -3.5528E+01  1.139E+00  5.3432E+00  5.4891E+00
  5.400  1.0161E+01  4.7108E-03 -3.6286E+01  1.126E+00  5.5348E+00  5.6723E+00
  5.600  1.0080E+01  6.5477E-03 -3.6794E+01  1.115E+00  5.7341E+00  5.8570E+00
  5.800  9.9998E+00  8.6002E-03 -3.7186E+01  1.103E+00  5.9404E+00  6.0431E+00
  6.000  9.9192E+00  1.0779E-02 -3.7497E+01  1.092E+00  6.1532E+00  6.2304E+00
  6.500  9.7174E+00  1.5561E-02 -3.8002E+01  1.065E+00  6.7104E+00  6.7030E+00
  7.000  9.5139E+00  1.7221E-02 -3.8257E+01  1.039E+00  7.2996E+00  7.1808E+00
  7.500  9.3080E+00  1.5874E-02 -3.8375E+01  1.016E+00  7.9166E+00  7.6624E+00
  8.000  9.1019E+00  1.3022E-02 -3.8391E+01  9.961E-01  8.5583E+00  8.1471E+00
  8.500  8.8990E+00  1.0055E-02 -3.8296E+01  9.811E-01  9.2225E+00  8.6341E+00
  9.000  8.7004E+00  7.7951E-03 -3.8115E+01  9.691E-01  9.9071E+00  9.1231E+00
  9.500  8.5062E+00  6.2183E-03 -3.7919E+01  9.590E-01  1.0611E+01  9.6136E+00
 10.000  8.3169E+00  4.8787E-03 -3.7759E+01  9.509E-01  1.1332E+01  1.0105E+01
 11.000  7.9551E+00  2.1696E-03 -3.7341E+01  9.400E-01  1.2824E+01  1.1092E+01
 12.000  7.6147E+00  1.9665E-03 -3.5784E+01  9.333E-01  1.4374E+01  1.2081E+01
 13.000  7.2942E+00  3.6232E-03 -3.5564E+01  9.290E-01  1.5978E+01  1.3072E+01
 14.000  6.9931E+00  4.3355E-03 -3.5650E+01  9.270E-01  1.7632E+01  1.4065E+01
 15.000  6.7092E+00  4.3243E-03 -3.5880E+01  9.257E-01  1.9330E+01  1.5060E+01
 16.000  6.4424E+00  3.1062E-03 -3.6264E+01  9.251E-01  2.1070E+01  1.6055E+01
 17.000  6.1899E+00  1.2412E-03 -3.6005E+01  9.236E-01  2.2848E+01  1.7051E+01
 18.000  5.9504E+00  2.1994E-03 -3.5546E+01  9.221E-01  2.4663E+01  1.8047E+01
 19.000  5.7210E+00  2.8307E-03 -3.6137E+01  9.213E-01  2.6512E+01  1.9044E+01
 20.000  5.5025E+00  2.4158E-03 -3.6998E+01  9.212E-01  2.8393E+01  2.0041E+01
