# Structure from AMCSD, AMS_ID: 11157          Feff8L (EXAFS)       0.1
# Mineral Name: Platinum
# Journal: Crystal Structures 1, pp. 7-83 (1963)
# Authors: Wyckoff R W G
# Title1:  Second edition. Interscience Publishers, New York, New York
# Title2:  Cubic closest packed, ccp, structure
# Formula:    Pt
# SpaceGroup: Fm-3m
# # sites:    1
# POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=78 Rmt= 1.463 Rnm= 1.499 L3 shell
# Pot 1 Z=78 Rmt= 1.477 Rnm= 1.515
# Gam_ch=5.171E+00 H-L exch
# Mu=-2.659E-01 kf=2.036E+00 Vint=-1.605E+01 Rs_int= 1.782
# PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00     12.00     2   2.7741
#           2       0.00000     25.11      6.00     2   3.9231
#           3       0.00000     14.85     48.00     3   4.1611
#           4       0.00000      5.82     48.00     3   4.7356
#           5       0.00000     60.00     24.00     2   4.8048
#           6       0.00000     10.35     48.00     3   5.1764
#           7       0.00000     32.15     96.00     3   5.1764
#           8       0.00000     19.97     12.00     2   5.5481
#           9       0.00000      8.20     12.00     3   5.5481
#          10       0.00000     86.27     24.00     3   5.5481
#          11       0.00000     14.99     12.00     4   5.5481
#          13       0.00000      4.82     48.00     4   5.5481
#          14       0.00000     97.24     12.00     4   5.5481
#          15       0.00000      5.06     48.00     4   5.5481
#          16       0.00000      9.79     48.00     4   5.5481
#          19       0.00000     28.51     24.00     2   6.2030
#          20       0.00000      4.54     48.00     3   6.4501
#          21       0.00000      9.56     48.00     3   6.4501
#          22       0.00000     11.38     48.00     3   6.4501
#          23       0.00000      4.04     96.00     3   6.5635
#          24       0.00000      8.96     96.00     4   6.5635
#          25       0.00000      5.80     96.00     4   6.5635
#          28       0.00000      7.12      8.00     2   6.7950
#    23/  25 paths used
#  xsedge+50, used to normalize mu           3.9219E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
   12019.899    456.560  10.950  8.12353E-01  8.48340E-01 -4.21668E-02
   12024.081    460.742  11.000  8.22269E-01  8.47584E-01 -2.96883E-02
   12028.281    464.942  11.050  8.33966E-01  8.46727E-01 -1.49811E-02
   12032.501    469.162  11.100  8.45245E-01  8.45870E-01 -7.33755E-04
   12036.740    473.401  11.150  8.54043E-01  8.45013E-01  1.06238E-02
   12040.997    477.658  11.200  8.59233E-01  8.44156E-01  1.77561E-02
   12045.274    481.935  11.250  8.60835E-01  8.43299E-01  2.06746E-02
   12049.570    486.231  11.300  8.59862E-01  8.42442E-01  2.05593E-02
   12053.884    490.546  11.350  8.57851E-01  8.41585E-01  1.92169E-02
   12058.218    494.879  11.400  8.56257E-01  8.40728E-01  1.83663E-02
   12062.571    499.232  11.450  8.55920E-01  8.39871E-01  1.90017E-02
   12066.943    503.604  11.500  8.56778E-01  8.39014E-01  2.10533E-02
   12071.334    507.995  11.550  8.57927E-01  8.38157E-01  2.34567E-02
   12075.744    512.405  11.600  8.58008E-01  8.37300E-01  2.45954E-02
   12080.173    516.834  11.650  8.55743E-01  8.36443E-01  2.29474E-02
   12084.622    521.283  11.700  8.50453E-01  8.35586E-01  1.76958E-02
   12089.089    525.750  11.750  8.42353E-01  8.34729E-01  9.08368E-03
   12093.575    530.236  11.800  8.32520E-01  8.33872E-01 -1.61326E-03
   12098.080    534.741  11.850  8.22566E-01  8.33015E-01 -1.24768E-02
   12102.605    539.266  11.900  8.14128E-01  8.32158E-01 -2.15524E-02
   12107.148    543.809  11.950  8.08363E-01  8.31301E-01 -2.74484E-02
   12111.710    548.372  12.000  8.05639E-01  8.30444E-01 -2.97151E-02
   12116.292    552.953  12.050  8.05507E-01  8.29528E-01 -2.88072E-02
   12120.893    557.554  12.100  8.06935E-01  8.28612E-01 -2.60252E-02
   12125.512    562.173  12.150  8.08811E-01  8.27696E-01 -2.26989E-02
   12130.151    566.812  12.200  8.10342E-01  8.26780E-01 -1.97793E-02
   12134.809    571.470  12.250  8.11347E-01  8.25864E-01 -1.74873E-02
   12139.485    576.146  12.300  8.12291E-01  8.24948E-01 -1.52645E-02
   12144.181    580.842  12.350  8.14058E-01  8.24032E-01 -1.20413E-02
   12148.896    585.557  12.400  8.17551E-01  8.23116E-01 -6.72631E-03
   12153.630    590.291  12.450  8.23243E-01  8.22200E-01  1.26248E-03
   12158.383    595.044  12.500  8.30872E-01  8.21284E-01  1.16152E-02
   12163.155    599.816  12.550  8.39367E-01  8.20368E-01  2.30417E-02
   12167.946    604.607  12.600  8.47061E-01  8.19451E-01  3.35227E-02
   12172.756    609.417  12.650  8.52128E-01  8.18535E-01  4.08328E-02
   12177.585    614.246  12.700  8.53103E-01  8.17619E-01  4.31802E-02
   12182.433    619.094  12.750  8.49343E-01  8.16703E-01  3.97644E-02
   12187.301    623.962  12.800  8.41266E-01  8.15787E-01  3.10754E-02
   12192.187    628.848  12.850  8.30295E-01  8.14871E-01  1.88327E-02
   12197.092    633.753  12.900  8.18508E-01  8.13955E-01  5.56601E-03
   12202.017    638.678  12.950  8.08094E-01  8.13039E-01 -6.05192E-03
   12206.960    643.621  13.000  8.00748E-01  8.12123E-01 -1.39365E-02
   12211.923    648.584  13.050  7.97178E-01  8.11146E-01 -1.71363E-02
   12216.904    653.565  13.100  7.96996E-01  8.10170E-01 -1.61817E-02
   12221.905    658.566  13.150  7.98715E-01  8.09193E-01 -1.28877E-02
   12226.924    663.585  13.200  8.00253E-01  8.08216E-01 -9.80762E-03
   12231.963    668.624  13.250  7.99598E-01  8.07240E-01 -9.42284E-03
   12237.021    673.682  13.300  7.95493E-01  8.06263E-01 -1.32987E-02
   12242.098    678.759  13.350  7.87930E-01  8.05286E-01 -2.14584E-02
   12247.193    683.854  13.400  7.78313E-01  8.04310E-01 -3.21819E-02
   12252.308    688.969  13.450  7.69185E-01  8.03333E-01 -4.23277E-02
   12257.442    694.103  13.500  7.63578E-01  8.02357E-01 -4.81292E-02
   12262.595    699.256  13.550  7.64146E-01  8.01380E-01 -4.62726E-02
   12267.767    704.428  13.600  7.72308E-01  8.00403E-01 -3.49601E-02
   12272.958    709.619  13.650  7.87675E-01  7.99427E-01 -1.46429E-02
   12278.169    714.830  13.700  8.07926E-01  7.98450E-01  1.18218E-02
   12283.398    720.059  13.750  8.29239E-01  7.97473E-01  3.96825E-02
   12288.646    725.307  13.800  8.47161E-01  7.96497E-01  6.33747E-02
   12293.913    730.574  13.850  8.57714E-01  7.95520E-01  7.78982E-02
   12299.200    735.861  13.900  8.58421E-01  7.94543E-01  8.01117E-02
   12304.505    741.166  13.950  8.48968E-01  7.93567E-01  6.95723E-02
   12309.830    746.491  14.000  8.31293E-01  7.92590E-01  4.86675E-02
   12315.173    751.834  14.050  8.09023E-01  7.91591E-01  2.19497E-02
   12320.536    757.197  14.100  7.86678E-01  7.90591E-01 -4.93487E-03
   12325.917    762.578  14.150  7.68357E-01  7.89592E-01 -2.68101E-02
   12331.318    767.979  14.200  7.56800E-01  7.88593E-01 -4.01937E-02
   12336.738    773.399  14.250  7.52811E-01  7.87594E-01 -4.40326E-02
   12342.176    778.837  14.300  7.55262E-01  7.86594E-01 -3.97192E-02
   12347.634    784.295  14.350  7.61625E-01  7.85595E-01 -3.04263E-02
   12353.111    789.772  14.400  7.68857E-01  7.84596E-01 -2.00057E-02
   12358.607    795.268  14.450  7.74316E-01  7.83596E-01 -1.18122E-02
   12364.122    800.783  14.500  7.76466E-01  7.82597E-01 -7.81417E-03
   12369.656    806.317  14.550  7.75151E-01  7.81598E-01 -8.22801E-03
   12375.209    811.870  14.600  7.71420E-01  7.80598E-01 -1.17297E-02
   12380.781    817.442  14.650  7.67016E-01  7.79599E-01 -1.61030E-02
   12386.372    823.033  14.700  7.63727E-01  7.78600E-01 -1.90604E-02
   12391.982    828.643  14.750  7.62833E-01  7.77600E-01 -1.89502E-02
   12397.612    834.273  14.800  7.64819E-01  7.76601E-01 -1.51408E-02
   12403.260    839.921  14.850  7.69372E-01  7.75602E-01 -8.01648E-03
   12408.927    845.588  14.900  7.75637E-01  7.74602E-01  1.33311E-03
   12414.614    851.275  14.950  7.82555E-01  7.73603E-01  1.15514E-02
   12420.319    856.980  15.000  7.89158E-01  7.72604E-01  2.13898E-02
   12426.044    862.705  15.050  7.94700E-01  7.71568E-01  2.99326E-02
   12431.787    868.448  15.100  7.98758E-01  7.70532E-01  3.65753E-02
   12437.550    874.211  15.150  8.00830E-01  7.69496E-01  4.06602E-02
   12443.331    879.992  15.200  8.00413E-01  7.68459E-01  4.15228E-02
   12449.132    885.793  15.250  7.97064E-01  7.67423E-01  3.85721E-02
   12454.952    891.613  15.300  7.90576E-01  7.66387E-01  3.15211E-02
   12460.791    897.452  15.350  7.81192E-01  7.65351E-01  2.06721E-02
   12466.648    903.309  15.400  7.69752E-01  7.64315E-01  7.10577E-03
   12472.525    909.186  15.450  7.57649E-01  7.63279E-01 -7.36758E-03
   12478.421    915.082  15.500  7.46565E-01  7.62243E-01 -2.05472E-02
   12484.336    920.997  15.550  7.38044E-01  7.61207E-01 -3.04007E-02
   12490.270    926.931  15.600  7.33040E-01  7.60171E-01 -3.56597E-02
   12496.223    932.884  15.650  7.31615E-01  7.59135E-01 -3.62226E-02
   12502.196    938.857  15.700  7.32924E-01  7.58099E-01 -3.31842E-02
   12508.187    944.848  15.750  7.35519E-01  7.57063E-01 -2.84386E-02
   12514.197    950.858  15.800  7.37894E-01  7.56026E-01 -2.39706E-02
   12520.226    956.887  15.850  7.39063E-01  7.54990E-01 -2.10855E-02
   12526.275    962.936  15.900  7.38962E-01  7.53954E-01 -1.98761E-02
   12532.342    969.003  15.950  7.38492E-01  7.52918E-01 -1.91539E-02
   12538.428    975.090  16.000  7.39164E-01  7.51882E-01 -1.69103E-02
   12544.534    981.195  16.050  7.42409E-01  7.50825E-01 -1.12064E-02
   12550.659    987.320  16.100  7.48889E-01  7.49768E-01 -1.17265E-03
   12556.802    993.463  16.150  7.58212E-01  7.48711E-01  1.26868E-02
   12562.965    999.626  16.200  7.68769E-01  7.47654E-01  2.82373E-02
   12569.146   1005.807  16.250  7.78119E-01  7.46597E-01  4.22166E-02
   12575.347   1012.008  16.300  7.83725E-01  7.45540E-01  5.12134E-02
   12581.567   1018.228  16.350  7.83789E-01  7.44483E-01  5.27945E-02
   12587.806   1024.467  16.400  7.77903E-01  7.43426E-01  4.63758E-02
   12594.064   1030.725  16.450  7.67242E-01  7.42369E-01  3.35058E-02
   12600.341   1037.002  16.500  7.54234E-01  7.41312E-01  1.74321E-02
   12606.637   1043.298  16.550  7.41791E-01  7.40255E-01  2.07446E-03
   12612.952   1049.613  16.600  7.32363E-01  7.39198E-01 -9.24891E-03
   12619.286   1055.947  16.650  7.27147E-01  7.38141E-01 -1.48970E-02
   12625.639   1062.300  16.700  7.25739E-01  7.37084E-01 -1.53958E-02
   12632.011   1068.672  16.750  7.26347E-01  7.36027E-01 -1.31558E-02
   12638.402   1075.063  16.800  7.26519E-01  7.34970E-01 -1.15023E-02
   12644.813   1081.474  16.850  7.24117E-01  7.33913E-01 -1.33531E-02
   12651.242   1087.903  16.900  7.18197E-01  7.32856E-01 -2.00108E-02
   12657.690   1094.351  16.950  7.09482E-01  7.31799E-01 -3.05092E-02
   12664.158   1100.819  17.000  7.00236E-01  7.30743E-01 -4.17658E-02
   12670.644   1107.305  17.050  6.93599E-01  7.29646E-01 -4.94238E-02
   12677.150   1113.811  17.100  6.92575E-01  7.28549E-01 -4.93963E-02
   12683.675   1120.336  17.150  6.98725E-01  7.27453E-01 -3.95046E-02
   12690.218   1126.879  17.200  7.11622E-01  7.26356E-01 -2.02908E-02
   12696.781   1133.442  17.250  7.28818E-01  7.25260E-01  4.90710E-03
   12703.363   1140.024  17.300  7.46437E-01  7.24163E-01  3.07647E-02
   12709.963   1146.624  17.350  7.60245E-01  7.23067E-01  5.14276E-02
   12716.583   1153.244  17.400  7.66845E-01  7.21970E-01  6.21657E-02
   12723.222   1159.883  17.450  7.64642E-01  7.20873E-01  6.07226E-02
   12729.880   1166.541  17.500  7.54291E-01  7.19777E-01  4.79544E-02
   12736.557   1173.218  17.550  7.38499E-01  7.18680E-01  2.75772E-02
   12743.253   1179.914  17.600  7.21251E-01  7.17584E-01  5.11078E-03
   12749.968   1186.629  17.650  7.06699E-01  7.16487E-01 -1.36599E-02
   12756.702   1193.363  17.700  6.98036E-01  7.15391E-01 -2.42570E-02
   12763.456   1200.117  17.750  6.96665E-01  7.14294E-01 -2.46772E-02
   12770.228   1206.889  17.800  7.01893E-01  7.13197E-01 -1.58472E-02
   12777.019   1213.680  17.850  7.11195E-01  7.12101E-01 -1.27195E-03
   12783.829   1220.490  17.900  7.20958E-01  7.11004E-01  1.39968E-02
   12790.659   1227.320  17.950  7.27499E-01  7.09908E-01  2.47723E-02
   12797.507   1234.168  18.000  7.28054E-01  7.08811E-01  2.71392E-02
   12804.375   1241.036  18.050  7.21478E-01  7.07729E-01  1.94190E-02
   12811.261   1247.922  18.100  7.08610E-01  7.06648E-01  2.77569E-03
   12818.167   1254.828  18.150  6.92061E-01  7.05566E-01 -1.91335E-02
   12825.092   1261.753  18.200  6.75507E-01  7.04484E-01 -4.11155E-02
   12832.035   1268.696  18.250  6.62763E-01  7.03403E-01 -5.77501E-02
   12838.998   1275.659  18.300  6.56833E-01  7.02321E-01 -6.47379E-02
   12845.980   1282.641  18.350  6.59176E-01  7.01239E-01 -5.99546E-02
   12852.981   1289.642  18.400  6.69362E-01  7.00158E-01 -4.39610E-02
   12860.001   1296.662  18.450  6.85190E-01  6.99076E-01 -1.98519E-02
   12867.039   1303.700  18.500  7.03239E-01  6.97994E-01  7.50896E-03
   12874.097   1310.758  18.550  7.19695E-01  6.96913E-01  3.26699E-02
   12881.174   1317.836  18.600  7.31263E-01  6.95831E-01  5.08883E-02
   12888.271   1324.932  18.650  7.35917E-01  6.94749E-01  5.92165E-02
   12895.386   1332.047  18.700  7.33305E-01  6.93668E-01  5.71020E-02
   12902.520   1339.181  18.750  7.24718E-01  6.92586E-01  4.63611E-02
   12909.673   1346.334  18.800  7.12644E-01  6.91504E-01  3.05479E-02
   12916.845   1353.506  18.850  7.00033E-01  6.90423E-01  1.39088E-02
   12924.037   1360.698  18.900  6.89495E-01  6.89341E-01  2.22900E-04
   12931.247   1367.908  18.950  6.82648E-01  6.88260E-01 -8.14634E-03
   12938.477   1375.138  19.000  6.79798E-01  6.87178E-01 -1.07301E-02
   12945.725   1382.386  19.050  6.80049E-01  6.86112E-01 -8.82975E-03
   12952.993   1389.654  19.100  6.81660E-01  6.85046E-01 -4.93933E-03
   12960.279   1396.940  19.150  6.82702E-01  6.83981E-01 -1.86767E-03
   12967.585   1404.246  19.200  6.81698E-01  6.82915E-01 -1.78077E-03
   12974.910   1411.571  19.250  6.78062E-01  6.81849E-01 -5.54908E-03
   12982.253   1418.914  19.300  6.72231E-01  6.80783E-01 -1.25526E-02
   12989.616   1426.277  19.350  6.65453E-01  6.79718E-01 -2.09698E-02
   12996.998   1433.659  19.400  6.59351E-01  6.78652E-01 -2.84196E-02
   13004.399   1441.060  19.450  6.55397E-01  6.77586E-01 -3.27236E-02
   13011.819   1448.480  19.500  6.54494E-01  6.76520E-01 -3.25352E-02
   13019.258   1455.919  19.550  6.56764E-01  6.75455E-01 -2.76516E-02
   13026.716   1463.377  19.600  6.61602E-01  6.74389E-01 -1.89474E-02
   13034.193   1470.854  19.650  6.67930E-01  6.73323E-01 -8.00401E-03
   13041.689   1478.350  19.700  6.74544E-01  6.72257E-01  3.39952E-03
   13049.204   1485.865  19.750  6.80420E-01  6.71191E-01  1.37415E-02
   13056.738   1493.399  19.800  6.84890E-01  6.70126E-01  2.20193E-02
   13064.292   1500.953  19.850  6.87652E-01  6.69060E-01  2.77715E-02
   13071.864   1508.525  19.900  6.88660E-01  6.67994E-01  3.09191E-02
   13079.455   1516.117  19.950  6.87980E-01  6.66928E-01  3.15469E-02
   13087.066   1523.727  20.000  6.85684E-01  6.65863E-01  2.97523E-02
