# Structure from AMCSD, AMS_ID: 11157          Feff8L (EXAFS)       0.1
# Mineral Name: Platinum
# Journal: Crystal Structures 1, pp. 7-83 (1963)
# Authors: Wyckoff R W G
# Title1:  Second edition. Interscience Publishers, New York, New York
# Title2:  Cubic closest packed, ccp, structure
# Formula:    Pt
# SpaceGroup: Fm-3m
# # sites:    1
# POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=78 Rmt= 1.463 Rnm= 1.499 L3 shell
# Pot 1 Z=78 Rmt= 1.477 Rnm= 1.515
# Gam_ch=5.171E+00 H-L exch
# Mu=-2.659E-01 kf=2.036E+00 Vint=-1.605E+01 Rs_int= 1.782
# PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00     12.00     2   2.7741
#           2       0.00000     25.11      6.00     2   3.9231
#           3       0.00000     14.85     48.00     3   4.1611
#           4       0.00000      5.82     48.00     3   4.7356
#           5       0.00000     60.00     24.00     2   4.8048
#           6       0.00000     10.35     48.00     3   5.1764
#           7       0.00000     32.15     96.00     3   5.1764
#           8       0.00000     19.97     12.00     2   5.5481
#           9       0.00000      8.20     12.00     3   5.5481
#          10       0.00000     86.27     24.00     3   5.5481
#          11       0.00000     14.99     12.00     4   5.5481
#          13       0.00000      4.82     48.00     4   5.5481
#          14       0.00000     97.24     12.00     4   5.5481
#          15       0.00000      5.06     48.00     4   5.5481
#          16       0.00000      9.79     48.00     4   5.5481
#          19       0.00000     28.51     24.00     2   6.2030
#          20       0.00000      4.54     48.00     3   6.4501
#          21       0.00000      9.56     48.00     3   6.4501
#          22       0.00000     11.38     48.00     3   6.4501
#          23       0.00000      4.04     96.00     3   6.5635
#          24       0.00000      8.96     96.00     4   6.5635
#          25       0.00000      5.80     96.00     4   6.5635
#          28       0.00000      7.12      8.00     2   6.7950
#    23/  25 paths used
#  -----------------------------------------------------------------------
#       k          chi          mag           phase @#
    15.8000   -2.397056E-02  2.703884E-02  6.802526E+01
    15.8500   -2.108555E-02  2.556885E-02  6.814544E+01
    15.9000   -1.987614E-02  2.604161E-02  6.824672E+01
    15.9500   -1.915388E-02  2.847924E-02  6.837738E+01
    16.0000   -1.691027E-02  3.233920E-02  6.856478E+01
    16.0500   -1.120641E-02  3.671048E-02  6.880482E+01
    16.1000   -1.172647E-03  4.121337E-02  6.908658E+01
    16.1500    1.268677E-02  4.538757E-02  6.939833E+01
    16.2000    2.823734E-02  4.888638E-02  6.973084E+01
    16.2500    4.221663E-02  5.145157E-02  7.007734E+01
    16.3000    5.121339E-02  5.289717E-02  7.043285E+01
    16.3500    5.279450E-02  5.310119E-02  7.079336E+01
    16.4000    4.637577E-02  5.200233E-02  7.115532E+01
    16.4500    3.350582E-02  4.960002E-02  7.151496E+01
    16.5000    1.743211E-02  4.595756E-02  7.186758E+01
    16.5500    2.074464E-03  4.121127E-02  7.220627E+01
    16.6000   -9.248913E-03  3.559393E-02  7.251949E+01
    16.6500   -1.489699E-02  2.949584E-02  7.278608E+01
    16.7000   -1.539580E-02  2.362515E-02  7.296642E+01
    16.7500   -1.315580E-02  1.934839E-02  7.300432E+01
    16.8000   -1.150231E-02  1.868268E-02  7.291986E+01
    16.8500   -1.335308E-02  2.227873E-02  7.289934E+01
    16.9000   -2.001084E-02  2.850126E-02  7.303498E+01
    16.9500   -3.050921E-02  3.570948E-02  7.328097E+01
    17.0000   -4.176578E-02  4.298086E-02  7.358908E+01
    17.0500   -4.942377E-02  4.971822E-02  7.393631E+01
    17.1000   -4.939630E-02  5.559217E-02  7.430405E+01
    17.1500   -3.950465E-02  6.038394E-02  7.468507E+01
    17.2000   -2.029075E-02  6.394139E-02  7.507531E+01
    17.2500    4.907097E-03  6.616617E-02  7.547246E+01
    17.3000    3.076472E-02  6.700771E-02  7.587523E+01
    17.3500    5.142760E-02  6.645957E-02  7.628307E+01
    17.4000    6.216569E-02  6.455666E-02  7.669601E+01
    17.4500    6.072257E-02  6.137269E-02  7.711470E+01
    17.5000    4.795441E-02  5.701824E-02  7.754062E+01
    17.5500    2.757723E-02  5.164055E-02  7.797646E+01
    17.6000    5.110781E-03  4.542751E-02  7.842707E+01
    17.6500   -1.365990E-02  3.862242E-02  7.890132E+01
    17.7000   -2.425703E-02  3.156623E-02  7.941623E+01
    17.7500   -2.467722E-02  2.481425E-02  8.000547E+01
    17.8000   -1.584716E-02  1.942503E-02  8.072728E+01
    17.8500   -1.271949E-03  1.723906E-02  8.160756E+01
    17.9000    1.399681E-02  1.947231E-02  8.248349E+01
    17.9500    2.477230E-02  2.480864E-02  8.319807E+01
    18.0000    2.713915E-02  3.142907E-02  8.378082E+01
    18.0500    1.941904E-02  3.833985E-02  8.429188E+01
    18.1000    2.775691E-03  4.501412E-02  8.476130E+01
    18.1500   -1.913351E-02  5.116629E-02  8.520626E+01
    18.2000   -4.111547E-02  5.661327E-02  8.563585E+01
    18.2500   -5.775011E-02  6.122670E-02  8.605519E+01
    18.3000   -6.473786E-02  6.491323E-02  8.646732E+01
    18.3500   -5.995456E-02  6.760567E-02  8.687416E+01
    18.4000   -4.396101E-02  6.925891E-02  8.727693E+01
    18.4500   -1.985191E-02  6.984826E-02  8.767641E+01
    18.5000    7.508963E-03  6.936884E-02  8.807305E+01
    18.5500    3.266987E-02  6.783563E-02  8.846708E+01
    18.6000    5.088832E-02  6.528386E-02  8.885845E+01
    18.6500    5.921645E-02  6.176926E-02  8.924689E+01
    18.7000    5.710199E-02  5.736837E-02  8.963180E+01
    18.7500    4.636113E-02  5.217853E-02  9.001210E+01
    18.8000    3.054793E-02  4.631802E-02  9.038600E+01
    18.8500    1.390885E-02  3.992678E-02  9.075037E+01
    18.9000    2.229003E-04  3.316962E-02  9.109947E+01
    18.9500   -8.146340E-03  2.624777E-02  9.142176E+01
    19.0000   -1.073013E-02  1.943879E-02  9.169094E+01
    19.0500   -8.829747E-03  1.320152E-02  9.183884E+01
    19.1000   -4.939334E-03  8.935258E-03  9.169190E+01
    19.1500   -1.867665E-03  9.245623E-03  9.130959E+01
    19.2000   -1.780767E-03  1.322005E-02  9.124130E+01
    19.2500   -5.549085E-03  1.805410E-02  9.141860E+01
    19.3000   -1.255264E-02  2.268180E-02  9.169266E+01
    19.3500   -2.096981E-02  2.675081E-02  9.200710E+01
    19.4000   -2.841961E-02  3.011701E-02  9.233965E+01
    19.4500   -3.272357E-02  3.272370E-02  9.267978E+01
    19.5000   -3.253518E-02  3.456806E-02  9.302164E+01
    19.5500   -2.765157E-02  3.568922E-02  9.336140E+01
    19.6000   -1.894744E-02  3.616205E-02  9.369629E+01
    19.6500   -8.004013E-03  3.609163E-02  9.402415E+01
    19.7000    3.399516E-03  3.560626E-02  9.434340E+01
    19.7500    1.374155E-02  3.484760E-02  9.465312E+01
    19.8000    2.201933E-02  3.395716E-02  9.495332E+01
    19.8500    2.777150E-02  3.305928E-02  9.524516E+01
    19.9000    3.091906E-02  3.224299E-02  9.553102E+01
    19.9500    3.154694E-02  3.154724E-02  9.581420E+01
    20.0000    2.975227E-02  3.095519E-02  9.609827E+01
