# Pd                                           Feff8L (EXAFS)       0.1
# POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=46 Rmt= 1.523 Rnm= 1.569 K  shell
# Pot 1 Z=46 Rmt= 1.467 Rnm= 1.504
# Gam_ch=7.677E+00 H-L exch
# Mu= 2.525E-02 kf=1.785E+00 Vint=-1.211E+01 Rs_int= 2.032
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00     12.00     2   2.7699
#           2       0.00000     19.01      6.00     2   3.9173
#           3       0.00000      8.43     48.00     3   4.1549
#           4       0.00000      5.18     48.00     3   4.7286
#           5       0.00000     40.02     24.00     2   4.7977
#     5/   5 paths used
#  xsedge+50, used to normalize mu           8.2983E-05
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
   25110.221    736.152  13.900  9.49271E-01  9.55870E-01 -6.87541E-03
   25115.526    741.457  13.950  9.67136E-01  9.55365E-01  1.22698E-02
   25120.850    746.782  14.000  9.83155E-01  9.54861E-01  2.95110E-02
   25126.194    752.125  14.050  9.95271E-01  9.54283E-01  4.27800E-02
   25131.557    757.488  14.100  1.00200E+00  9.53705E-01  5.04416E-02
   25136.938    762.869  14.150  1.00275E+00  9.53127E-01  5.18621E-02
   25142.339    768.270  14.200  9.97846E-01  9.52549E-01  4.73749E-02
   25147.758    773.690  14.250  9.88449E-01  9.51971E-01  3.81782E-02
   25153.197    779.129  14.300  9.76299E-01  9.51393E-01  2.60846E-02
   25158.655    784.586  14.350  9.63383E-01  9.50815E-01  1.31716E-02
   25164.132    790.063  14.400  9.51574E-01  9.50237E-01  1.40227E-03
   25169.628    795.559  14.450  9.42311E-01  9.49659E-01 -7.71177E-03
   25175.143    801.074  14.500  9.36375E-01  9.49081E-01 -1.33442E-02
   25180.677    806.608  14.550  9.33808E-01  9.48503E-01 -1.54431E-02
   25186.230    812.161  14.600  9.33981E-01  9.47925E-01 -1.46650E-02
   25191.802    817.733  14.650  9.35781E-01  9.47347E-01 -1.21726E-02
   25197.393    823.324  14.700  9.37897E-01  9.46769E-01 -9.34308E-03
   25203.003    828.934  14.750  9.39125E-01  9.46191E-01 -7.44712E-03
   25208.632    834.564  14.800  9.38628E-01  9.45613E-01 -7.36619E-03
   25214.281    840.212  14.850  9.36125E-01  9.45035E-01 -9.40336E-03
   25219.948    845.879  14.900  9.31935E-01  9.44457E-01 -1.32244E-02
   25225.635    851.566  14.950  9.26906E-01  9.43879E-01 -1.79376E-02
   25231.340    857.271  15.000  9.22220E-01  9.43301E-01 -2.22941E-02
   25237.064    862.996  15.050  9.19111E-01  9.42699E-01 -2.49621E-02
   25242.808    868.739  15.100  9.18675E-01  9.42097E-01 -2.48033E-02
   25248.571    874.502  15.150  9.21520E-01  9.41495E-01 -2.11677E-02
   25254.352    880.284  15.200  9.27654E-01  9.40893E-01 -1.40390E-02
   25260.153    886.084  15.250  9.36456E-01  9.40291E-01 -4.06976E-03
   25265.973    891.904  15.300  9.46767E-01  9.39689E-01  7.51668E-03
   25271.812    897.743  15.350  9.57095E-01  9.39087E-01  1.91369E-02
   25277.669    903.601  15.400  9.65877E-01  9.38484E-01  2.91293E-02
   25283.546    909.478  15.450  9.71760E-01  9.37882E-01  3.60507E-02
   25289.442    915.373  15.500  9.73838E-01  9.37280E-01  3.89302E-02
   25295.357    921.288  15.550  9.71805E-01  9.36678E-01  3.74315E-02
   25301.291    927.223  15.600  9.65987E-01  9.36076E-01  3.18961E-02
   25307.244    933.176  15.650  9.57271E-01  9.35474E-01  2.32595E-02
   25313.216    939.148  15.700  9.46918E-01  9.34872E-01  1.28633E-02
   25319.208    945.139  15.750  9.36330E-01  9.34270E-01  2.20178E-03
   25325.218    951.149  15.800  9.26797E-01  9.33667E-01 -7.34648E-03
   25331.247    957.178  15.850  9.19284E-01  9.33065E-01 -1.47469E-02
   25337.296    963.227  15.900  9.14294E-01  9.32463E-01 -1.94565E-02
   25343.363    969.294  15.950  9.11830E-01  9.31861E-01 -2.14647E-02
   25349.449    975.381  16.000  9.11465E-01  9.31259E-01 -2.12255E-02
   25355.555    981.486  16.050  9.12431E-01  9.30635E-01 -1.95341E-02
   25361.679    987.611  16.100  9.13988E-01  9.30010E-01 -1.72062E-02
   25367.823    993.754  16.150  9.15432E-01  9.29386E-01 -1.49956E-02
   25373.986    999.917  16.200  9.16326E-01  9.28762E-01 -1.33732E-02
   25380.167   1006.099  16.250  9.16585E-01  9.28137E-01 -1.24326E-02
   25386.368   1012.299  16.300  9.16471E-01  9.27513E-01 -1.18923E-02
   25392.588   1018.519  16.350  9.16504E-01  9.26889E-01 -1.11922E-02
   25398.827   1024.758  16.400  9.17307E-01  9.26265E-01 -9.66059E-03
   25405.085   1031.016  16.450  9.19420E-01  9.25640E-01 -6.71315E-03
   25411.362   1037.293  16.500  9.23129E-01  9.25016E-01 -2.03760E-03
   25417.658   1043.589  16.550  9.28350E-01  9.24392E-01  4.27813E-03
   25423.973   1049.904  16.600  9.34590E-01  9.23767E-01  1.17055E-02
   25430.307   1056.238  16.650  9.41006E-01  9.23143E-01  1.93344E-02
   25436.660   1062.591  16.700  9.46544E-01  9.22519E-01  2.60231E-02
   25443.032   1068.963  16.750  9.50133E-01  9.21894E-01  3.06094E-02
   25449.423   1075.355  16.800  9.50900E-01  9.21270E-01  3.21410E-02
   25455.834   1081.765  16.850  9.48354E-01  9.20646E-01  3.00781E-02
   25462.263   1088.194  16.900  9.42506E-01  9.20021E-01  2.44253E-02
   25468.711   1094.643  16.950  9.33899E-01  9.19397E-01  1.57646E-02
   25475.179   1101.110  17.000  9.23534E-01  9.18773E-01  5.17907E-03
   25481.665   1107.597  17.050  9.12633E-01  9.18107E-01 -5.95982E-03
   25488.171   1114.102  17.100  9.02637E-01  9.17441E-01 -1.61300E-02
   25494.695   1120.627  17.150  8.94790E-01  9.16776E-01 -2.39714E-02
   25501.239   1127.170  17.200  8.89979E-01  9.16110E-01 -2.85119E-02
   25507.802   1133.733  17.250  8.88587E-01  9.15444E-01 -2.93266E-02
   25514.384   1140.315  17.300  8.90440E-01  9.14779E-01 -2.65958E-02
   25520.984   1146.916  17.350  8.94862E-01  9.14113E-01 -2.10519E-02
   25527.604   1153.535  17.400  9.00814E-01  9.13447E-01 -1.38253E-02
   25534.243   1160.174  17.450  9.07100E-01  9.12781E-01 -6.22263E-03
   25540.901   1166.832  17.500  9.12591E-01  9.12116E-01  5.20845E-04
   25547.578   1173.509  17.550  9.16432E-01  9.11450E-01  5.46433E-03
   25554.274   1180.205  17.600  9.18181E-01  9.10784E-01  8.11900E-03
   25560.989   1186.920  17.650  9.17865E-01  9.10119E-01  8.50994E-03
   25567.723   1193.655  17.700  9.15942E-01  9.09453E-01  7.13343E-03
   25574.476   1200.408  17.750  9.13169E-01  9.08787E-01  4.82085E-03
   25581.249   1207.180  17.800  9.10428E-01  9.08122E-01  2.53929E-03
   25588.040   1213.971  17.850  9.08518E-01  9.07456E-01  1.17065E-03
   25594.850   1220.782  17.900  9.07983E-01  9.06790E-01  1.31497E-03
   25601.680   1227.611  17.950  9.08986E-01  9.06124E-01  3.15769E-03
   25608.528   1234.459  18.000  9.11279E-01  9.05459E-01  6.42724E-03
   25615.396   1241.327  18.050  9.14267E-01  9.04793E-01  1.04694E-02
   25622.282   1248.214  18.100  9.17085E-01  9.04128E-01  1.43293E-02
   25629.188   1255.119  18.150  9.18827E-01  9.03462E-01  1.70043E-02
   25636.112   1262.044  18.200  9.18724E-01  9.02797E-01  1.76391E-02
   25643.056   1268.987  18.250  9.16309E-01  9.02132E-01  1.57132E-02
   25650.019   1275.950  18.300  9.11531E-01  9.01466E-01  1.11632E-02
   25657.001   1282.932  18.350  9.04781E-01  9.00801E-01  4.41715E-03
   25664.002   1289.933  18.400  8.96833E-01  9.00135E-01 -3.66797E-03
   25671.021   1296.953  18.450  8.88717E-01  8.99470E-01 -1.19516E-02
   25678.060   1303.992  18.500  8.81534E-01  8.98805E-01 -1.92105E-02
   25685.118   1311.050  18.550  8.76259E-01  8.98139E-01 -2.43552E-02
   25692.195   1318.127  18.600  8.73575E-01  8.97474E-01 -2.66214E-02
   25699.292   1325.223  18.650  8.73754E-01  8.96808E-01 -2.56987E-02
   25706.407   1332.338  18.700  8.76622E-01  8.96143E-01 -2.17760E-02
   25713.541   1339.472  18.750  8.81598E-01  8.95478E-01 -1.54946E-02
   25720.694   1346.625  18.800  8.87810E-01  8.94812E-01 -7.82229E-03
   25727.866   1353.798  18.850  8.94259E-01  8.94147E-01  1.25534E-04
   25735.058   1360.989  18.900  8.99991E-01  8.93481E-01  7.28267E-03
   25742.268   1368.199  18.950  9.04256E-01  8.92816E-01  1.28077E-02
   25749.498   1375.429  19.000  9.06616E-01  8.92150E-01  1.62073E-02
   25756.746   1382.677  19.050  9.07019E-01  8.91481E-01  1.74219E-02
   25764.014   1389.945  19.100  9.05680E-01  8.90812E-01  1.66831E-02
   25771.300   1397.231  19.150  9.03080E-01  8.90143E-01  1.45278E-02
   25778.606   1404.537  19.200  8.99820E-01  8.89474E-01  1.16266E-02
   25785.931   1411.862  19.250  8.96479E-01  8.88805E-01  8.63005E-03
   25793.274   1419.206  19.300  8.93498E-01  8.88136E-01  6.03444E-03
   25800.637   1426.568  19.350  8.91102E-01  8.87467E-01  4.09441E-03
   25808.019   1433.950  19.400  8.89280E-01  8.86798E-01  2.79784E-03
   25815.420   1441.351  19.450  8.87818E-01  8.86129E-01  1.90533E-03
   25822.840   1448.771  19.500  8.86383E-01  8.85460E-01  1.04221E-03
   25830.279   1456.210  19.550  8.84631E-01  8.84791E-01 -1.80031E-04
   25837.737   1463.668  19.600  8.82316E-01  8.84122E-01 -2.04176E-03
   25845.214   1471.145  19.650  8.79368E-01  8.83452E-01 -4.62116E-03
   25852.710   1478.641  19.700  8.75940E-01  8.82783E-01 -7.74973E-03
   25860.225   1486.156  19.750  8.72383E-01  8.82114E-01 -1.10281E-02
   25867.759   1493.691  19.800  8.69190E-01  8.81445E-01 -1.38989E-02
   25875.313   1501.244  19.850  8.66889E-01  8.80776E-01 -1.57618E-02
   25882.885   1508.816  19.900  8.65928E-01  8.80107E-01 -1.61055E-02
   25890.476   1516.408  19.950  8.66570E-01  8.79438E-01 -1.46277E-02
   25898.087   1524.018  20.000  8.68820E-01  8.78769E-01 -1.13180E-02
