# Pd                                           Feff8L (EXAFS)       0.1      
# POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=46 Rmt= 1.523 Rnm= 1.569 K  shell
# Pot 1 Z=46 Rmt= 1.467 Rnm= 1.504
# Gam_ch=7.677E+00 H-L exch
# Mu= 2.525E-02 kf=1.785E+00 Vint=-1.211E+01 Rs_int= 2.032
# PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00     12.00     2   2.7699
#           2       0.00000     19.01      6.00     2   3.9173
#           3       0.00000      8.43     48.00     3   4.1549
#           4       0.00000      5.18     48.00     3   4.7286
#           5       0.00000     40.02     24.00     2   4.7977
#     5/   5 paths used
#  -----------------------------------------------------------------------
#       k          chi          mag           phase @#
    15.1500   -2.116773E-02  3.114383E-02  6.836772E+01
    15.2000   -1.403905E-02  3.343626E-02  6.868173E+01
    15.2500   -4.069760E-03  3.535904E-02  6.899968E+01
    15.3000    7.516684E-03  3.689500E-02  6.932021E+01
    15.3500    1.913691E-02  3.803337E-02  6.964229E+01
    15.4000    2.912932E-02  3.876921E-02  6.996515E+01
    15.4500    3.605073E-02  3.910306E-02  7.028810E+01
    15.5000    3.893016E-02  3.904078E-02  7.061054E+01
    15.5500    3.743153E-02  3.859342E-02  7.093183E+01
    15.6000    3.189609E-02  3.777717E-02  7.125133E+01
    15.6500    2.325945E-02  3.661343E-02  7.156827E+01
    15.7000    1.286334E-02  3.512888E-02  7.188174E+01
    15.7500    2.201779E-03  3.335594E-02  7.219057E+01
    15.8000   -7.346483E-03  3.133329E-02  7.249330E+01
    15.8500   -1.474691E-02  2.910713E-02  7.278792E+01
    15.9000   -1.945649E-02  2.673306E-02  7.307175E+01
    15.9500   -2.146468E-02  2.427936E-02  7.334113E+01
    16.0000   -2.122555E-02  2.183212E-02  7.359115E+01
    16.0500   -1.953407E-02  1.953514E-02  7.381697E+01
    16.1000   -1.720618E-02  1.749803E-02  7.401032E+01
    16.1500   -1.499555E-02  1.590180E-02  7.416666E+01
    16.2000   -1.337316E-02  1.494045E-02  7.428957E+01
    16.2500   -1.243256E-02  1.475521E-02  7.439615E+01
    16.3000   -1.189227E-02  1.535602E-02  7.451240E+01
    16.3500   -1.119217E-02  1.661146E-02  7.465894E+01
    16.4000   -9.660593E-03  1.832113E-02  7.484281E+01
    16.4500   -6.713149E-03  2.029157E-02  7.506104E+01
    16.5000   -2.037596E-03  2.236833E-02  7.530700E+01
    16.5500    4.278127E-03  2.443668E-02  7.557420E+01
    16.6000    1.170545E-02  2.641257E-02  7.585736E+01
    16.6500    1.933438E-02  2.823386E-02  7.615254E+01
    16.7000    2.602315E-02  2.985391E-02  7.645685E+01
    16.7500    3.060945E-02  3.123747E-02  7.676816E+01
    16.8000    3.214100E-02  3.235804E-02  7.708491E+01
    16.8500    3.007805E-02  3.319618E-02  7.740592E+01
    16.9000    2.442529E-02  3.373845E-02  7.773029E+01
    16.9500    1.576459E-02  3.397664E-02  7.805733E+01
    17.0000    5.179072E-03  3.390728E-02  7.838647E+01
    17.0500   -5.959825E-03  3.358615E-02  7.871821E+01
    17.1000   -1.612999E-02  3.296344E-02  7.905114E+01
    17.1500   -2.397143E-02  3.204631E-02  7.938490E+01
    17.2000   -2.851193E-02  3.084536E-02  7.971915E+01
    17.2500   -2.932657E-02  2.937441E-02  8.005353E+01
    17.3000   -2.659582E-02  2.765022E-02  8.038766E+01
    17.3500   -2.105191E-02  2.569230E-02  8.072107E+01
    17.4000   -1.382535E-02  2.352271E-02  8.105314E+01
    17.4500   -6.222631E-03  2.116587E-02  8.138301E+01
    17.5000    5.208454E-04  1.864853E-02  8.170934E+01
    17.5500    5.464334E-03  1.600000E-02  8.202994E+01
    17.6000    8.119001E-03  1.325296E-02  8.234078E+01
    17.6500    8.509944E-03  1.044628E-02  8.263351E+01
    17.7000    7.133429E-03  7.634687E-03  8.288782E+01
    17.7500    4.820853E-03  4.930977E-03  8.304047E+01
    17.8000    2.539290E-03  2.775612E-03  8.283656E+01
    17.8500    1.170651E-03  2.876814E-03  8.210050E+01
    17.9000    1.314967E-03  5.019500E-03  8.194647E+01
    17.9500    3.157687E-03  7.551489E-03  8.211282E+01
    18.0000    6.427238E-03  1.008967E-02  8.237202E+01
    18.0500    1.046944E-02  1.254278E-02  8.266899E+01
    18.1000    1.432927E-02  1.486564E-02  8.298276E+01
    18.1500    1.700425E-02  1.702864E-02  8.330573E+01
    18.2000    1.763914E-02  1.900899E-02  8.363416E+01
    18.2500    1.571323E-02  2.078816E-02  8.396601E+01
    18.3000    1.116324E-02  2.235096E-02  8.430004E+01
    18.3500    4.417147E-03  2.368523E-02  8.463541E+01
    18.4000   -3.667966E-03  2.478165E-02  8.497156E+01
    18.4500   -1.195159E-02  2.563379E-02  8.530804E+01
    18.5000   -1.921046E-02  2.623800E-02  8.564449E+01
    18.5500   -2.435522E-02  2.659346E-02  8.598058E+01
    18.6000   -2.662138E-02  2.670214E-02  8.631600E+01
    18.6500   -2.569871E-02  2.656876E-02  8.665042E+01
    18.7000   -2.177600E-02  2.620078E-02  8.698348E+01
    18.7500   -1.549456E-02  2.560839E-02  8.731476E+01
    18.8000   -7.822292E-03  2.480443E-02  8.764376E+01
